GEO_ID,State,County,PCT_LACCESS_LOWI15,PCT_LACCESS_HHNV15,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS17,Combined_Score
51005, Virginia,Alleghany,4.727222029,3.124370313,11,30.1,
42003, Pennsylvania,Allegheny,5.693898065,2.208546666,9.7,31.6,
18003, Indiana,Allen,9.841942486,2.693270437,10.3,33.6,
20001, Kansas,Allen,19.50361429,2.929782958,10.9,32.4,
21003, Kentucky,Allen,0.493938792,4.711483414,13.7,34.3,
22003, Louisiana,Allen,11.54855301,4.277001053,11.2,36.2,
39003, Ohio,Allen,4.6435345,1.757523752,13,33.8,
45005, South Carolina,Allendale,12.37513213,8.200004112,19.2,34.1,
26007, Michigan,Alpena,2.287227147,2.392821772,11.4,32.3,
6003, California,Alpine,12.47481688,1.875538926,10.3,25.1,
6005, California,Amador,3.571358572,2.395700767,10.2,25.1,
51007, Virginia,Amelia,5.756433393,2.632962856,11.8,30.1,
51009, Virginia,Amherst,6.150547092,4.356897883,12.7,30.1,
28005, Mississippi,Amite,8.934960812,7.73105277,17.6,37.3,
2020, Alaska,Anchorage,5.113838821,0.925676659,7,34.2,
20003, Kansas,Anderson,7.719099083,4.037054026,9.8,32.4,
21005, Kentucky,Anderson,5.975886816,1.402410759,12.2,34.3,
45007, South Carolina,Anderson,11.22418571,3.317041519,13.2,34.1,
47001, Tennessee,Anderson,9.359186803,3.512271282,12.3,32.8,
48001, Texas,Anderson,15.49733872,4.146503969,11.7,33,
29003, Missouri,Andrew,2.784362164,2.076848591,9.9,32.5,
48003, Texas,Andrews,11.69701879,1.755324263,8.8,33,
23001, Maine,Androscoggin,3.549568649,2.309358855,11.2,29.1,
48005, Texas,Angelina,10.95047622,3.047790672,12.9,33,
24003, Maryland,Anne Arundel,5.024142473,1.385412207,9.3,31.3,
27003, Minnesota,Anoka,6.489136516,1.747561737,8,28.4,
37007, North Carolina,Anson,3.634153097,6.393950635,14.9,32.1,
31003, Nebraska,Antelope,7.475702141,1.556934094,10.6,32.8,
26009, Michigan,Antrim,0.059331966,2.119017366,12.9,32.3,
4001, Arizona,Apache,47.39151395,11.15476588,14.4,29.5,
19007, Iowa,Appanoose,5.090952683,2.921279493,11.6,36.4,
13001, Georgia,Appling,6.773041364,4.984911622,12.9,31.6,
51011, Virginia,Appomattox,0.703730708,5.378924849,11.6,30.1,
48007, Texas,Aransas,19.93581402,3.822834561,12.1,33,
8005, Colorado,Arapahoe,2.400725308,0.378274335,6.3,22.6,
48009, Texas,Archer,5.433837959,1.359506401,10.6,33,
8007, Colorado,Archuleta,10.67298109,1.988249559,5.9,22.6,
26011, Michigan,Arenac,12.23759315,5.435397672,14.6,32.3,
5001, Arkansas,Arkansas,17.82182264,4.639377319,12.9,35,
51013, Virginia,Arlington,0.083965207,0.02077191,4.2,30.1,
42005, Pennsylvania,Armstrong,2.555495986,3.926364762,11.7,31.6,
48011, Texas,Armstrong,19.80428848,0.555720688,10.6,33,
23003, Maine,Aroostook,4.683477179,3.867701667,13.3,29.1,
31005, Nebraska,Arthur,44.11764767,0,8.3,32.8,
22005, Louisiana,Ascension,8.098313345,1.827581711,11,36.2,
37009, North Carolina,Ashe,2.291175907,5.577290281,11.5,32.1,
39005, Ohio,Ashland,1.364048832,3.129170562,11.6,33.8,
55003, Wisconsin,Ashland,12.78155462,2.84489357,11,32,
5003, Arkansas,Ashley,12.00484694,3.181818358,14.5,35,
39007, Ohio,Ashtabula,10.41362259,4.640634114,13.3,33.8,
53003, Washington,Asotin,5.715317698,0.326646207,12.9,27.7,
22007, Louisiana,Assumption,14.31355541,7.736424535,14.4,36.2,
48013, Texas,Atascosa,8.137976381,3.347582712,10.8,33,
20005, Kansas,Atchison,5.715040993,2.104072209,8.7,32.4,
29005, Missouri,Atchison,4.914498904,2.713356723,12.2,32.5,
39009, Ohio,Athens,14.33284232,4.513386162,11.1,33.8,
13003, Georgia,Atkinson,12.26706299,6.418367644,11.5,31.6,
34001, New Jersey,Atlantic,8.453772752,3.920826196,11.3,27.3,
40005, Oklahoma,Atoka,17.91968061,3.733851384,12.8,36.5,
28007, Mississippi,Attala,11.51357226,5.186740175,15.4,37.3,
29007, Missouri,Audrain,6.211224321,2.420605349,11.7,32.5,
19009, Iowa,Audubon,2.646700965,1.944470572,11.7,36.4,
39011, Ohio,Auglaize,1.901036072,1.26865334,11.1,33.8,
51015, Virginia,Augusta,4.118477517,3.036641159,11.6,30.1,
46003, South Dakota,Aurora,23.27924763,0.423929226,8.7,31.9,
48015, Texas,Austin,3.497210277,2.443660849,9.7,33,
1001, Alabama,Autauga,11.991125,3.351331631,13,36.3,
37011, North Carolina,Avery,0.179591281,4.549462315,11.1,32.1,
22009, Louisiana,Avoyelles,9.34071573,6.262150458,14.2,36.2,
8009, Colorado,Baca,8.398331156,0.70992155,7.6,22.6,
13005, Georgia,Bacon,5.476351865,3.913364349,10.4,31.6,
48017, Texas,Bailey,3.634954571,0.474835138,9.5,33,
12003, Florida,Baker,12.96059185,2.839699631,13,28.4,
13007, Georgia,Baker,30.54643714,8.854991181,14.8,31.6,
41001, Oregon,Baker,19.06237043,2.381233901,12,29.4,
1003, Alabama,Baldwin,5.424426597,1.905114466,10.4,36.3,
13009, Georgia,Baldwin,9.319845124,4.000782629,14,31.6,
21007, Kentucky,Ballard,1.667269583,3.157574638,13.2,34.3,
24005, Maryland,Baltimore,2.866575161,0.96545607,10.4,31.3,
24510, Maryland,Baltimore,0.886807524,0.485365402,12.3,31.3,
45009, South Carolina,Bamberg,13.97028849,7.447849308,17,34.1,
48019, Texas,Bandera,13.05528576,2.17221762,11.3,33,
13011, Georgia,Banks,1.444670378,4.931402239,11.1,31.6,
31007, Nebraska,Banner,44.57462918,7.419354851,13.1,32.8,
16005, Idaho,Bannock,8.469864777,1.494609978,10,29.3,
26013, Michigan,Baraga,5.426598185,5.906149325,11,32.3,
20007, Kansas,Barber,2.674171206,1.113407307,9.1,32.4,
1005, Alabama,Barbour,10.73966657,4.329378079,18.4,36.3,
54001, West Virginia,Barbour,4.075060921,4.184822694,15.3,38.1,
38003, North Dakota,Barnes,6.387813182,1.23584498,10.5,33.2,
25001, Massachusetts,Barnstable,9.717726143,2.312365873,8.6,25.9,
45011, South Carolina,Barnwell,0.928587895,6.314314153,17.3,34.1,
21009, Kentucky,Barren,3.692960984,2.645093766,13.4,34.3,
55005, Wisconsin,Barron,3.137610589,2.494238568,9,32,
13013, Georgia,Barrow,5.105551354,2.022926285,11.3,31.6,
26015, Michigan,Barry,1.016486553,2.844934678,9.6,32.3,
29009, Missouri,Barry,5.475756281,2.59242074,11,32.5,
18005, Indiana,Bartholomew,9.182652071,1.774036754,10.5,33.6,
20009, Kansas,Barton,9.170724635,1.421071712,9.5,32.4,
29011, Missouri,Barton,11.03914151,4.042689455,13.9,32.5,
13015, Georgia,Bartow,14.1054317,3.017776653,12.1,31.6,
48021, Texas,Bastrop,11.40162833,2.457471983,9.7,33,
29013, Missouri,Bates,1.32023944,2.819612291,11.3,32.5,
21011, Kentucky,Bath,0.061744053,5.961222268,14.1,34.3,
51017, Virginia,Bath,9.215489355,4.838952317,10.9,30.1,
5005, Arkansas,Baxter,4.419134021,2.620731931,16,35,
12005, Florida,Bay,10.58280898,1.682759787,11.2,28.4,
26017, Michigan,Bay,7.743706309,3.183501583,11.3,32.3,
55007, Wisconsin,Bayfield,10.44113351,3.111852851,9.5,32,
48023, Texas,Baylor,3.721734715,0.517226617,12.2,33,
46005, South Dakota,Beadle,8.061148934,1.16689659,9.4,31.9,
16007, Idaho,Bear Lake,7.252679214,0.45300476,8.9,29.3,
37013, North Carolina,Beaufort,3.857145896,3.889337796,13.4,32.1,
45013, South Carolina,Beaufort,11.3175536,3.082367089,9.8,34.1,
22011, Louisiana,Beauregard,13.79546261,3.136476435,12.6,36.2,
40007, Oklahoma,Beaver,14.05532752,1.861622936,13.4,36.5,
42007, Pennsylvania,Beaver,11.80735593,5.056143193,11.4,31.6,
49001, Utah,Beaver,3.975401101,0.21872424,7.9,25.3,
30001, Montana,Beaverhead,9.272641522,0.975829742,7.7,25.3,
27005, Minnesota,Becker,12.52478308,3.300861843,8.9,28.4,
40009, Oklahoma,Beckham,4.087303436,1.825719986,10,36.5,
42009, Pennsylvania,Bedford,2.238911337,3.805390443,13.2,31.6,
47003, Tennessee,Bedford,6.622556059,3.096553936,11.5,32.8,
51019, Virginia,Bedford,1.681253412,2.89919658,11.1,30.1,
51515, Virginia,Bedford,,,,30.1,
48025, Texas,Bee,11.47240801,2.829606526,8.7,33,
33001, New Hampshire,Belknap,4.301720518,3.24307396,10.6,28.1,
21013, Kentucky,Bell,11.8567495,11.99829589,14.6,34.3,
48027, Texas,Bell,12.77113379,1.841414374,9.2,33,
39013, Ohio,Belmont,4.615385824,3.304915491,15.1,33.8,
27007, Minnesota,Beltrami,6.506058195,3.756354537,9.3,28.4,
13017, Georgia,Ben Hill,13.3770359,8.575635137,12.4,31.6,
16009, Idaho,Benewah,10.13290736,3.232395013,9.4,29.3,
46007, South Dakota,Bennett,59.33481765,11.49036417,14.6,31.9,
50003, Vermont,Bennington,4.274897408,2.819221421,8.8,27.6,
38005, North Dakota,Benson,17.28838639,8.599696056,11.7,33.2,
8011, Colorado,Bent,12.10155519,1.843114461,7,22.6,
5007, Arkansas,Benton,5.303287663,1.24962346,9.6,35,
18007, Indiana,Benton,0.823820271,2.105045374,12.1,33.6,
19011, Iowa,Benton,2.955001552,2.171498245,10,36.4,
27009, Minnesota,Benton,4.762842734,2.354856924,7.9,28.4,
28009, Mississippi,Benton,21.55023234,7.166317907,15.9,37.3,
29015, Missouri,Benton,4.70773342,4.66402212,13.9,32.5,
41003, Oregon,Benton,7.075131207,1.145067889,7.8,29.4,
47005, Tennessee,Benton,6.564157066,4.180150667,14.3,32.8,
53005, Washington,Benton,4.417909445,0.662289321,9.5,27.7,
26019, Michigan,Benzie,,3.232313819,12.6,32.3,
34003, New Jersey,Bergen,0.94536308,0.365998623,8,27.3,
45015, South Carolina,Berkeley,9.352217787,2.294032647,13.5,34.1,
54003, West Virginia,Berkeley,7.563412417,2.435729244,10.5,38.1,
42011, Pennsylvania,Berks,3.460005771,1.40917602,11,31.6,
25003, Massachusetts,Berkshire,5.971744607,2.486675831,9.7,25.9,
35001, New Mexico,Bernalillo,6.577030228,0.72778001,7.4,28.4,
13019, Georgia,Berrien,9.919160405,5.234510695,14.2,31.6,
26021, Michigan,Berrien,10.11931322,3.808360593,12.5,32.3,
37015, North Carolina,Bertie,2.52915371,7.309215576,14.2,32.1,
2050, Alaska,Bethel,41.98759872,53.51506659,5.8,34.2,
48029, Texas,Bexar,10.6662621,2.251181353,8.9,33,
1007, Alabama,Bibb,2.601627008,2.821427444,14.8,36.3,
13021, Georgia,Bibb,10.86635967,2.930118153,12.7,31.6,
22013, Louisiana,Bienville,12.23731061,9.19907248,14,36.2,
30003, Montana,Big Horn,25.3264027,2.607833772,13.4,25.3,
56003, Wyoming,Big Horn,5.36664404,0.654124437,11.7,28.8,
27011, Minnesota,Big Stone,12.60276921,4.537495525,9.4,28.4,
38007, North Dakota,Billings,26.31578941,1.385041549,7.8,33.2,
16011, Idaho,Bingham,7.922962733,2.38044341,9.9,29.3,
19013, Iowa,Black Hawk,10.91901693,2.437559908,9.5,36.4,
18009, Indiana,Blackford,0.778982551,2.810072271,13.7,33.6,
37017, North Carolina,Bladen,2.932377754,4.455899628,14.5,32.1,
16013, Idaho,Blaine,8.254200863,1.1977241,6.6,29.3,
30005, Montana,Blaine,19.65903843,6.973273494,11.9,25.3,
31009, Nebraska,Blaine,34.68013469,4.399999962,9.1,32.8,
40011, Oklahoma,Blaine,17.65731542,3.704765267,14.2,36.5,
42013, Pennsylvania,Blair,8.058980655,3.44567631,11.7,31.6,
48031, Texas,Blanco,1.015934638,1.556661751,11.2,33,
51021, Virginia,Bland,8.504770498,5.145954395,10,30.1,
13023, Georgia,Bleckley,3.086677204,2.579541238,13.6,31.6,
47007, Tennessee,Bledsoe,1.637993733,5.453456897,12.5,32.8,
1009, Alabama,Blount,2.880149823,3.336414144,14.1,36.3,
47009, Tennessee,Blount,11.62735297,3.109950109,13.7,32.8,
27013, Minnesota,Blue Earth,15.82857724,2.276269171,6.8,28.4,
16015, Idaho,Boise,25.61098178,2.672325996,9.6,29.3,
28011, Mississippi,Bolivar,24.3515998,9.25303203,16.5,37.3,
29017, Missouri,Bollinger,10.86263379,3.708783769,10.9,32.5,
46009, South Dakota,Bon Homme,4.280347195,2.137914673,9.4,31.9,
17005, Illinois,Bond,2.713725487,4.389045166,10,31.1,
16017, Idaho,Bonner,7.448211104,2.386832184,7.6,29.3,
16019, Idaho,Bonneville,7.18324558,1.520516362,8.5,29.3,
5009, Arkansas,Boone,10.35640575,2.681725626,12.4,35,
17007, Illinois,Boone,4.813578764,1.124404699,9.4,31.1,
18011, Indiana,Boone,1.280299058,0.993944408,10.4,33.6,
19015, Iowa,Boone,4.478477985,1.322194759,9.1,36.4,
21015, Kentucky,Boone,6.177190637,0.886470611,11.9,34.3,
29019, Missouri,Boone,8.401244206,0.980882407,7.5,32.5,
31011, Nebraska,Boone,5.547363223,1.770818539,9.4,32.8,
54005, West Virginia,Boone,2.625255323,9.576746917,15,38.1,
48033, Texas,Borden,15.00742944,0,11.3,33,
48035, Texas,Bosque,3.523411376,2.064950284,10.2,33,
22015, Louisiana,Bossier,7.929134756,2.223625582,12,36.2,
51023, Virginia,Botetourt,8.426956489,2.093025806,11.1,30.1,
38009, North Dakota,Bottineau,12.08414511,1.425687459,9.8,33.2,
8013, Colorado,Boulder,3.081890924,0.791882067,4.1,22.6,
16021, Idaho,Boundary,7.42630488,2.696169152,11,29.3,
20011, Kansas,Bourbon,8.264385597,2.064737507,13,32.4,
21017, Kentucky,Bourbon,7.716112295,3.984420665,13.8,34.3,
48037, Texas,Bowie,8.777039207,1.908926459,12.7,33,
38011, North Dakota,Bowman,4.028110656,0.890919259,9.1,33.2,
31013, Nebraska,Box Butte,12.94930915,1.077428314,11.8,32.8,
49003, Utah,Box Elder,6.528651192,1.248947183,9.9,25.3,
21019, Kentucky,Boyd,9.467246541,1.945518929,15.7,34.3,
31015, Nebraska,Boyd,41.22308258,5.322438079,13.9,32.8,
21021, Kentucky,Boyle,12.47147923,4.095269443,11.2,34.3,
21023, Kentucky,Bracken,0.221771803,6.307377588,14.6,34.3,
12007, Florida,Bradford,2.247021927,4.707515866,14.4,28.4,
42015, Pennsylvania,Bradford,3.753802605,3.140308038,10.9,31.6,
5011, Arkansas,Bradley,5.17348068,3.461741845,13.1,35,
47011, Tennessee,Bradley,12.03090884,2.833573038,14.3,32.8,
26023, Michigan,Branch,1.448106118,3.755916611,10,32.3,
13025, Georgia,Brantley,2.365770338,4.246417116,10.9,31.6,
54007, West Virginia,Braxton,8.779589237,10.49397085,15.9,38.1,
48039, Texas,Brazoria,6.855156525,1.457976285,9.1,33,
48041, Texas,Brazos,12.43363787,1.507214833,7.6,33,
21025, Kentucky,Breathitt,8.929923224,12.16717009,15.7,34.3,
21027, Kentucky,Breckinridge,4.020766658,5.334291751,14.8,34.3,
19017, Iowa,Bremer,1.70764122,1.340107714,9.4,36.4,
12009, Florida,Brevard,12.31283638,1.942404385,11.7,28.4,
48043, Texas,Brewster,13.04823846,1.459174262,9.7,33,
48045, Texas,Briscoe,47.74436079,5.826771679,11.2,33,
25005, Massachusetts,Bristol,4.502099906,1.451062717,11.1,25.9,
44001, Rhode Island,Bristol,11.87031425,4.242031536,8.8,30,
51520, Virginia,Bristol,15.10425175,3.53012217,10.5,30.1,
2060, Alaska,Bristol Bay,17.66323306,9.798994992,8.5,34.2,
30007, Montana,Broadwater,7.289552486,2.281460392,8.8,25.3,
36005, New York,Bronx,0.000919861,0.005858824,12.3,25.7,
54009, West Virginia,Brooke,7.379487953,4.034593642,16.1,38.1,
46011, South Dakota,Brookings,16.37493043,2.304223656,6.1,31.9,
13027, Georgia,Brooks,3.659813291,3.847846197,14.5,31.6,
48047, Texas,Brooks,11.21486459,4.156673553,10.8,33,
36007, New York,Broome,3.24067157,1.512961068,9.9,25.7,
8014, Colorado,Broomfield,5.198031172,1.030565557,5.5,22.6,
12011, Florida,Broward,2.47641591,0.428416234,9.5,28.4,
17009, Illinois,Brown,13.05917589,1.652059119,8.2,31.1,
18013, Indiana,Brown,1.258273022,2.10208391,12.6,33.6,
20013, Kansas,Brown,3.591356372,2.290246326,11.7,32.4,
27015, Minnesota,Brown,6.071617647,1.69976119,8.9,28.4,
31017, Nebraska,Brown,4.339425587,1.40660668,10.3,32.8,
39015, Ohio,Brown,3.701771392,4.237064778,13.6,33.8,
46013, South Dakota,Brown,8.233625674,0.821119445,8.4,31.9,
48049, Texas,Brown,13.7278545,3.412367934,9.5,33,
55009, Wisconsin,Brown,5.853349793,1.082340585,9.3,32,
46015, South Dakota,Brule,12.82705494,1.441370598,10.1,31.9,
37019, North Carolina,Brunswick,5.531190598,3.549722885,11,32.1,
51025, Virginia,Brunswick,3.950682891,8.562500535,12,30.1,
13029, Georgia,Bryan,6.287951528,2.153200739,12.3,31.6,
40013, Oklahoma,Bryan,8.01692145,3.180510311,11.4,36.5,
19019, Iowa,Buchanan,4.897286735,4.773528293,9.5,36.4,
29021, Missouri,Buchanan,6.798650826,2.19367961,11.6,32.5,
51027, Virginia,Buchanan,,7.420819224,14.6,30.1,
51029, Virginia,Buckingham,4.456827647,7.266505335,14.3,30.1,
42017, Pennsylvania,Bucks,4.003935187,1.156408198,9.6,31.6,
19021, Iowa,Buena Vista,3.500153186,2.122137573,10.1,36.4,
51530, Virginia,Buena Vista,52.66665429,10.80390271,9.7,30.1,
31019, Nebraska,Buffalo,7.879429656,1.564444088,6.7,32.8,
46017, South Dakota,Buffalo,71.84420925,11.69185936,16.2,31.9,
55011, Wisconsin,Buffalo,6.604819278,3.814672424,10.2,32,
21029, Kentucky,Bullitt,9.066091108,1.932367821,13.2,34.3,
13031, Georgia,Bulloch,2.85536096,2.808493918,12,31.6,
1011, Alabama,Bullock,19.74335074,11.10444061,19.6,36.3,
37021, North Carolina,Buncombe,7.993473178,2.310002119,9.5,32.1,
17011, Illinois,Bureau,10.65493741,4.243804931,11.3,31.1,
13033, Georgia,Burke,4.823549499,5.728252728,14.7,31.6,
37023, North Carolina,Burke,13.56415175,5.309865453,11.9,32.1,
38013, North Dakota,Burke,31.4317084,4.927253141,8.9,33.2,
38015, North Dakota,Burleigh,4.463453964,0.775004225,7.5,33.2,
48051, Texas,Burleson,4.083122684,3.239683647,12.2,33,
34005, New Jersey,Burlington,5.646867303,1.851349196,9.5,27.3,
48053, Texas,Burnet,13.02490309,3.131638185,10,33,
55013, Wisconsin,Burnett,2.905268419,2.878289248,10.6,32,
31021, Nebraska,Burt,0.26071609,2.017670045,10.3,32.8,
1013, Alabama,Butler,2.926121931,3.770678378,17.7,36.3,
19023, Iowa,Butler,13.24970634,2.851859234,10,36.4,
20015, Kansas,Butler,6.765786045,2.433362735,9.9,32.4,
21031, Kentucky,Butler,4.288699898,5.066923268,14.1,34.3,
29023, Missouri,Butler,7.920834685,2.289935858,11.7,32.5,
31023, Nebraska,Butler,5.277084332,0.525039296,9,32.8,
39017, Ohio,Butler,6.876452869,1.623809637,12,33.8,
42019, Pennsylvania,Butler,3.302733556,2.560387438,10.9,31.6,
6007, California,Butte,7.437892003,2.021503515,10.2,25.1,
16023, Idaho,Butte,10.64377082,0.805393692,9.5,29.3,
46019, South Dakota,Butte,8.742557233,1.249707622,8.4,31.9,
13035, Georgia,Butts,2.627156185,2.564528694,11.7,31.6,
37025, North Carolina,Cabarrus,7.231018175,2.034001958,9.9,32.1,
54011, West Virginia,Cabell,4.371234082,2.087084093,13.5,38.1,
49005, Utah,Cache,9.760370462,1.018817127,5.6,25.3,
22017, Louisiana,Caddo,14.14047328,4.797314261,12,36.2,
40015, Oklahoma,Caddo,14.65300522,3.745411261,12.6,36.5,
6009, California,Calaveras,2.747715664,2.648873814,10,25.1,
22019, Louisiana,Calcasieu,9.295143303,2.009667161,11.6,36.2,
21033, Kentucky,Caldwell,4.293119113,3.330989219,12.6,34.3,
22021, Louisiana,Caldwell,3.233251024,6.049612297,12.1,36.2,
29025, Missouri,Caldwell,8.062940798,2.534303215,13.2,32.5,
37027, North Carolina,Caldwell,17.12740891,3.423979053,14.2,32.1,
48055, Texas,Caldwell,7.745863179,2.282204128,9.8,33,
50005, Vermont,Caledonia,1.992040339,2.738340358,8.2,27.6,
1015, Alabama,Calhoun,9.178566583,2.60989548,14.9,36.3,
5013, Arkansas,Calhoun,32.5506011,6.241883039,13.7,35,
12013, Florida,Calhoun,8.957268248,4.045458132,15.5,28.4,
13037, Georgia,Calhoun,5.693901507,8.075894298,14.4,31.6,
17013, Illinois,Calhoun,4.298053224,2.125908899,11.4,31.1,
19025, Iowa,Calhoun,0.78324808,0.947207005,10.7,36.4,
26025, Michigan,Calhoun,8.245614087,2.306533449,12.5,32.3,
28013, Mississippi,Calhoun,4.279352563,3.817178325,14.7,37.3,
45017, South Carolina,Calhoun,0.302347104,4.995845184,18.6,34.1,
48057, Texas,Calhoun,13.43705509,2.593453048,11.6,33,
54013, West Virginia,Calhoun,7.794559057,8.350697977,14,38.1,
48059, Texas,Callahan,11.24086297,2.992281649,11,33,
29027, Missouri,Callaway,6.410701539,3.230259524,10,32.5,
21035, Kentucky,Calloway,4.775697339,2.828059141,10.3,34.3,
55015, Wisconsin,Calumet,4.311265458,1.422348826,8.1,32,
24009, Maryland,Calvert,5.212805967,2.10569137,9.1,31.3,
16025, Idaho,Camas,54.89177443,1.075268812,9.4,29.3,
42021, Pennsylvania,Cambria,8.89396535,3.633615508,13.1,31.6,
13039, Georgia,Camden,13.64400107,3.621535228,10.9,31.6,
29029, Missouri,Camden,5.988956722,3.193591036,10.6,32.5,
34007, New Jersey,Camden,4.625399937,1.489011679,10.4,27.3,
37029, North Carolina,Camden,0.89105479,3.07966255,11.1,32.1,
22023, Louisiana,Cameron,5.995290014,1.284582272,11.7,36.2,
42023, Pennsylvania,Cameron,3.322176285,2.611848411,10.4,31.6,
48061, Texas,Cameron,14.164701,2.273398146,9.3,33,
48063, Texas,Camp,5.8786269,3.621420527,11.2,33,
21037, Kentucky,Campbell,7.675752511,2.653267031,10.9,34.3,
46021, South Dakota,Campbell,32.19378517,2.951889464,9.9,31.9,
47013, Tennessee,Campbell,10.10199277,4.692053719,13.4,32.8,
51031, Virginia,Campbell,3.957987019,3.555461012,11,30.1,
56005, Wyoming,Campbell,4.097380357,1.280923617,7,28.8,
40017, Oklahoma,Canadian,5.508837598,1.040685315,11.9,36.5,
13043, Georgia,Candler,2.302978061,5.729229349,13.7,31.6,
47015, Tennessee,Cannon,1.060030718,3.635875779,12.9,32.8,
16027, Idaho,Canyon,8.053538008,1.527521869,9.5,29.3,
29031, Missouri,Cape Girardeau,7.512703798,2.283368431,11.3,32.5,
34009, New Jersey,Cape May,8.7852764,3.288591337,11,27.3,
30009, Montana,Carbon,10.29164835,1.097379789,9,25.3,
42025, Pennsylvania,Carbon,3.695375661,3.608970048,10.7,31.6,
49007, Utah,Carbon,10.73689985,3.681913244,9.6,25.3,
56007, Wyoming,Carbon,14.93146211,2.041328205,8.2,28.8,
16029, Idaho,Caribou,10.92105349,2.813142224,10.5,29.3,
21039, Kentucky,Carlisle,0.685891422,4.373140137,13.1,34.3,
27017, Minnesota,Carlton,7.454204543,2.81222312,9.5,28.4,
24011, Maryland,Caroline,2.266975254,3.811489596,11.9,31.3,
51033, Virginia,Caroline,1.245670186,4.835682331,10.5,30.1,
5015, Arkansas,Carroll,3.813299253,2.951562161,13,35,
13045, Georgia,Carroll,10.7549302,3.328639917,11.3,31.6,
17015, Illinois,Carroll,6.291495715,2.133234362,12.2,31.1,
18015, Indiana,Carroll,1.447139617,2.224287133,13.4,33.6,
19027, Iowa,Carroll,1.206974614,1.144328642,8.9,36.4,
21041, Kentucky,Carroll,17.64233978,7.516562343,12.5,34.3,
24013, Maryland,Carroll,3.244341134,1.92403693,9.5,31.3,
28015, Mississippi,Carroll,19.63760496,2.924599031,16.8,37.3,
29033, Missouri,Carroll,6.131741924,2.520095708,11.2,32.5,
33003, New Hampshire,Carroll,0.506143592,3.254525549,10.1,28.1,
39019, Ohio,Carroll,2.361659365,4.324694268,12.7,33.8,
47017, Tennessee,Carroll,3.379490811,3.757057193,14.6,32.8,
51035, Virginia,Carroll,1.756058866,5.467760251,12.3,30.1,
48065, Texas,Carson,6.016457856,0.993213397,11,33,
32510, Nevada,Carson City,5.167343472,0.98549534,8.2,26.7,
